match_type,bowler,matches,balls_bowled,runs_conceded,wickets,maidens,overs,economy
odi,B Biza,6,176,123,4,0,29.333333333333332,4.193181818181818
odi,B Evans,14,542,525,17,0,90.33333333333333,5.811808118081181
odi,B Fernando,3,159,140,2,0,26.5,5.283018867924528
odi,B Geeves,2,95,79,3,0,15.833333333333334,4.989473684210526
odi,B Kumar,119,5950,5050,160,0,991.6666666666666,5.0924369747899165
odi,B Laughlin,5,229,221,4,0,38.166666666666664,5.790393013100437
odi,B Lee,151,8162,6347,281,0,1360.3333333333333,4.665768194070081
odi,B Mavuta,11,442,396,10,0,73.66666666666667,5.375565610859728
odi,B Muzarabani,45,2315,1950,60,0,385.8333333333333,5.053995680345572
odi,B Regmi,2,67,50,2,0,11.166666666666666,4.477611940298508
odi,B Sai Sudharsan,1,4,8,0,0,0.6666666666666666,12.0
odi,B Sharki,1,6,8,0,0,1.0,8.0
odi,B Shikongo,21,845,820,25,0,140.83333333333334,5.822485207100591
odi,B Siddharth,3,121,68,4,0,20.166666666666668,3.371900826446281
odi,B Stanlake,7,359,330,7,0,59.833333333333336,5.515320334261839
odi,B Vakarewa,1,27,22,0,0,4.5,4.888888888888889
odi,B Ward,4,183,186,4,0,30.5,6.098360655737705
odi,B White,2,110,119,1,0,18.333333333333332,6.490909090909091
odi,BA Carse,22,999,1054,27,0,166.5,6.33033033033033
odi,BA Langston,3,138,70,2,0,23.0,3.0434782608695654
odi,BA Murphy,4,183,143,5,0,30.5,4.688524590163935
odi,BA Stokes,87,3217,3206,76,0,536.1666666666666,5.979483991296239
odi,BA Westdijk,3,146,176,1,0,24.333333333333332,7.232876712328768
odi,BA Williams,19,1001,666,34,0,166.83333333333334,3.992007992007992
odi,BAW Mendis,79,4004,3278,144,0,667.3333333333334,4.9120879120879115
odi,BB Seebaran,3,108,132,1,0,18.0,7.333333333333333
odi,BB Sran,6,317,275,8,0,52.833333333333336,5.205047318611987
odi,BC Fortuin,9,430,390,14,0,71.66666666666667,5.441860465116279
odi,BCJ Cutting,4,220,160,5,0,36.666666666666664,4.363636363636364
odi,BD Glover,7,374,343,6,0,62.333333333333336,5.502673796791444
odi,BDH Stevens,1,18,28,0,0,3.0,9.333333333333334
odi,BE Hendricks,7,372,322,11,0,62.0,5.193548387096774
odi,BF Smith,1,49,21,1,0,8.166666666666666,2.5714285714285716
odi,BFW de Leede,38,1506,1463,45,0,251.0,5.828685258964144
odi,BG Illing,3,183,118,4,0,30.5,3.8688524590163933
odi,BG Lister,3,161,166,4,0,26.833333333333332,6.186335403726709
odi,BG Rogers,5,171,202,5,0,28.5,7.087719298245614
odi,BJ Bennett,1,12,27,0,0,2.0,13.5
odi,BJ Currie,12,581,401,28,0,96.83333333333333,4.1411359724612735
odi,BJ Diamanti,1,12,25,0,0,2.0,12.5
odi,BJ Dwarshuis,4,190,174,6,0,31.666666666666668,5.494736842105263
odi,BJ Hodge,3,66,51,1,0,11.0,4.636363636363637
odi,BJ McCarthy,35,1835,1786,59,0,305.8333333333333,5.839782016348774
odi,BJ McMullen,28,1351,985,49,0,225.16666666666666,4.374537379718727
odi,BJ Patel,1,18,21,0,0,3.0,7.0
odi,BKG Mendis,2,20,28,0,0,3.3333333333333335,8.4
odi,BL Kotze,5,266,282,4,0,44.333333333333336,6.360902255639098
odi,BL Morgan,1,16,10,1,0,2.6666666666666665,3.75
odi,BM Anusha,1,8,11,0,0,1.3333333333333333,8.25
odi,BM Halliday,16,291,272,8,0,48.5,5.608247422680412
odi,BM Scholtz,57,3073,1707,92,0,512.1666666666666,3.3328994467946633
odi,BM Tickner,13,649,691,18,0,108.16666666666667,6.388289676425269
odi,BM Wheeler,6,319,321,11,0,53.166666666666664,6.037617554858935
odi,BMAJ Mendis,47,1394,1199,31,0,232.33333333333334,5.160688665710186
odi,BMSM Kumari,32,1379,1190,28,0,229.83333333333334,5.177664974619289
odi,BO van Rooi,3,130,123,1,0,21.666666666666668,5.676923076923076
odi,BOP Fernando,1,12,16,0,0,2.0,8.0
odi,BP Kruger,1,21,23,0,0,3.5,6.571428571428571
odi,BP Loots,5,188,227,2,0,31.333333333333332,7.24468085106383
odi,BP Nash,1,30,33,0,0,5.0,6.6
odi,BR Dorey,4,169,147,2,0,28.166666666666668,5.218934911242603
odi,BRM Taylor,16,262,279,4,0,43.666666666666664,6.389312977099237
odi,BTJ Wheal,12,630,414,20,0,105.0,3.942857142857143
odi,BV Sears,4,214,198,10,0,35.666666666666664,5.5514018691588785
odi,BV Vitori,20,1063,1026,33,0,177.16666666666666,5.791157102539981
odi,BW Hilfenhaus,25,1275,1092,33,0,212.5,5.138823529411765
odi,Babar Hayat,1,6,9,0,0,1.0,9.0
odi,Badal Singh,2,62,70,0,0,10.333333333333334,6.774193548387096
odi,Basil Hameed,40,1399,989,46,0,233.16666666666666,4.241601143674053
odi,Basir Ahamad,3,111,71,2,0,18.5,3.8378378378378377
odi,Bazid Khan,1,13,11,0,0,2.1666666666666665,5.0769230769230775
odi,Bikram Sob,5,129,116,5,0,21.5,5.395348837209302
odi,Bilal Asif,3,133,96,5,0,22.166666666666668,4.330827067669173
odi,Bilal Khan,47,2515,2076,100,0,419.1666666666667,4.952683896620278
odi,Bilawal Bhatti,10,420,448,7,0,70.0,6.4
odi,Bismah Maroof,31,666,498,12,0,111.0,4.486486486486487
odi,C Abel,9,365,262,12,0,60.833333333333336,4.306849315068493
odi,C Bosch,2,108,144,2,0,18.0,8.0
odi,C Brits,1,9,5,0,0,1.5,3.3333333333333335
odi,C Campher,33,1109,1016,33,0,184.83333333333334,5.496844003606853
odi,C Cassell,4,173,154,9,0,28.833333333333332,5.341040462427746
odi,C Chatonzwa,5,159,146,6,0,26.5,5.509433962264151
odi,C Connolly,2,72,69,1,0,12.0,5.75
odi,C Floyd,9,381,321,4,0,63.5,5.05511811023622
odi,C Green,25,841,788,21,0,140.16666666666666,5.621878715814507
odi,C Gunasekara,1,7,8,0,0,1.1666666666666667,6.857142857142857
odi,C Hemraj,1,7,9,0,0,1.1666666666666667,7.7142857142857135
odi,C Isaac,1,28,22,0,0,4.666666666666667,4.714285714285714
odi,C Karunaratne,23,837,787,26,0,139.5,5.641577060931899
odi,C Munro,25,563,483,9,0,93.83333333333333,5.147424511545293
odi,C Murray,29,1445,1381,49,0,240.83333333333334,5.734256055363321
odi,C Overton,7,314,298,5,0,52.333333333333336,5.694267515923567
odi,C Prasad,2,87,72,0,0,14.5,4.9655172413793105
odi,C Prathyusha,1,56,60,1,0,9.333333333333334,6.428571428571428
odi,C Raack,4,211,120,7,0,35.166666666666664,3.4123222748815167
odi,C Sakariya,1,51,34,2,0,8.5,4.0
odi,C Sutthiruang,13,390,308,9,0,65.0,4.7384615384615385
odi,C Viljoen,2,32,14,2,0,5.333333333333333,2.625
odi,C White,5,273,181,10,0,45.5,3.978021978021978
odi,C Wickramasinghe,4,58,68,1,0,9.666666666666666,7.03448275862069
odi,C Zhuwao,2,19,21,0,0,3.1666666666666665,6.631578947368421
odi,C de Grandhomme,44,1569,1243,29,0,261.5,4.753346080305928
odi,C de Lange,12,611,416,12,0,101.83333333333333,4.085106382978724
odi,C van der Westhuizen,2,92,35,4,0,15.333333333333334,2.282608695652174
odi,CA Henry,45,1476,1193,34,0,246.0,4.849593495934959
odi,CA Ingram,1,6,17,0,0,1.0,17.0
odi,CA Reid,2,81,64,1,0,13.5,4.7407407407407405
odi,CA Soper,50,2380,1774,67,0,396.6666666666667,4.472268907563025
odi,CA Young,39,2091,1869,77,0,348.5,5.362984218077475
odi,CAH Stevenson,17,729,670,25,0,121.5,5.51440329218107
odi,CAK Rajitha,27,1198,1227,33,0,199.66666666666666,6.145242070116861
odi,CB Lambert,1,62,66,0,0,10.333333333333334,6.387096774193548
odi,CB Mpofu,64,3158,2898,66,0,526.3333333333334,5.506016466117796
odi,CB Sole,29,1503,1227,55,0,250.5,4.8982035928143715
odi,CBRLS Kumara,28,1197,1288,39,0,199.5,6.456140350877193
odi,CD Collymore,36,1868,1311,35,0,311.3333333333333,4.210920770877944
odi,CD McMillan,19,462,425,13,0,77.0,5.51948051948052
odi,CD de Lange,6,264,211,15,0,44.0,4.795454545454546
odi,CE Dean,40,2023,1535,73,0,337.1666666666667,4.552644587246663
odi,CE McConchie,5,169,136,4,0,28.166666666666668,4.828402366863905
odi,CG Williams,9,264,201,5,0,44.0,4.568181818181818
odi,CH Gayle,116,4517,3569,112,0,752.8333333333334,4.740757139694487
odi,CH Morris,39,1926,1783,50,0,321.0,5.554517133956386
odi,CJ Anderson,42,1507,1494,59,0,251.16666666666666,5.9482415394824155
odi,CJ Chibhabha,49,1417,1379,30,0,236.16666666666666,5.839096683133381
odi,CJ Dala,3,159,171,2,0,26.5,6.452830188679245
odi,CJ Jordan,34,1728,1708,47,0,288.0,5.930555555555555
odi,CJ McKay,58,2983,2419,105,0,497.1666666666667,4.865571572242708
odi,CJ Metcalfe,7,358,268,5,0,59.666666666666664,4.4916201117318435
odi,CJA Amini,40,1620,1298,33,0,270.0,4.807407407407408
odi,CK Holder,1,20,26,0,0,3.3333333333333335,7.8
odi,CK Hooper,2,72,89,1,0,12.0,7.416666666666667
odi,CK Kapugedera,10,271,226,2,0,45.166666666666664,5.00369003690037
odi,CK Langeveldt,61,3092,2660,88,0,515.3333333333334,5.161707632600258
odi,CK Tshuma,2,67,83,1,0,11.166666666666666,7.432835820895523
odi,CKB Kulasekara,4,79,82,0,0,13.166666666666666,6.227848101265823
odi,CL Cairns,23,948,782,20,0,158.0,4.949367088607595
odi,CL Fitzpatrick,1,62,31,2,0,10.333333333333334,3.0
odi,CL Hooper,4,202,166,3,0,33.666666666666664,4.930693069306931
odi,CL Tryon,55,2108,1604,46,0,351.3333333333333,4.565464895635674
odi,CL White,17,318,331,11,0,53.0,6.245283018867925
odi,CM Edwards,2,48,51,2,0,8.0,6.375
odi,CM McBride,7,145,102,4,0,24.166666666666668,4.220689655172413
odi,CM Wright,7,317,230,8,0,52.833333333333336,4.353312302839116
odi,CN Ackermann,16,619,470,16,0,103.16666666666667,4.555735056542811
odi,CN Greaves,20,645,577,26,0,107.5,5.367441860465116
odi,CN Nation,1,6,9,0,0,1.0,9.0
odi,CNIM Joyce,1,19,31,0,0,3.1666666666666665,9.789473684210527
odi,CO Obuya,23,860,697,21,0,143.33333333333334,4.862790697674418
odi,CP Jack,1,24,21,0,0,4.0,5.25
odi,CP Rizwan,5,61,51,1,0,10.166666666666666,5.0163934426229515
odi,CP Tremain,4,249,257,7,0,41.5,6.192771084337349
odi,CR Brathwaite,37,1725,1647,46,0,287.5,5.728695652173913
odi,CR Seneviratna,8,392,234,12,0,65.33333333333333,3.5816326530612246
odi,CR Smith,1,32,21,0,0,5.333333333333333,3.9375
odi,CR Woakes,116,5767,5191,191,0,961.1666666666666,5.40072828160222
odi,CRD Fernando,84,4097,3482,116,0,682.8333333333334,5.09934098120576
odi,CS Fraser,17,492,435,10,0,82.0,5.304878048780488
odi,CS MacLeod,33,774,635,8,0,129.0,4.922480620155039
odi,CS Martin,10,518,416,7,0,86.33333333333333,4.818532818532819
odi,CS Terblanche,2,81,35,1,0,13.5,2.5925925925925926
odi,CT Mumba,7,283,329,8,0,47.166666666666664,6.975265017667845
odi,CT Mutombodzi,7,282,271,5,0,47.0,5.76595744680851
odi,CT Tremlett,14,769,695,11,0,128.16666666666666,5.422626788036411
odi,CV Varun,4,246,190,10,0,41.0,4.634146341463414
odi,CW Perchard,4,216,174,7,0,36.0,4.833333333333333
odi,CZ Harris,17,602,404,10,0,100.33333333333333,4.026578073089701
odi,D Birrell,1,66,54,1,0,11.0,4.909090909090909
odi,D Bishoo,40,2056,1675,38,0,342.6666666666667,4.888132295719844
odi,D Brown,23,922,678,25,0,153.66666666666666,4.412147505422994
odi,D Devnarain,5,97,91,1,0,16.166666666666668,5.628865979381443
odi,D Elgar,4,98,74,2,0,16.333333333333332,4.530612244897959
odi,D Gamage,2,70,59,1,0,11.666666666666666,5.057142857142858
odi,D Gough,38,2004,1504,58,0,334.0,4.502994011976048
odi,D Hazell,25,1375,904,34,0,229.16666666666666,3.944727272727273
odi,D Hemalatha,10,219,193,6,0,36.5,5.287671232876712
odi,D Heyliger,22,1101,908,38,0,183.5,4.948228882833788
odi,D Joseph,4,202,174,5,0,33.666666666666664,5.1683168316831685
odi,D Khanal,2,18,20,0,0,3.0,6.666666666666667
odi,D Lakshan,1,12,12,0,0,2.0,6.0
odi,D Langford-Smith,10,489,362,10,0,81.5,4.441717791411043
odi,D Lohia,3,108,89,4,0,18.0,4.944444444444445
odi,D Madushanka,22,963,955,43,0,160.5,5.950155763239875
odi,D Mohammed,4,236,171,10,0,39.333333333333336,4.347457627118644
odi,D Mongia,13,509,424,13,0,84.83333333333333,4.998035363457761
odi,D Olivier,2,117,125,3,0,19.5,6.410256410256411
odi,D Parashar,9,413,304,9,0,68.83333333333333,4.416464891041162
odi,D Paterson,4,213,222,4,0,35.5,6.253521126760563
odi,D Pretorius,26,1154,960,38,0,192.33333333333334,4.991334488734835
