match_id,date,venue,city,match_type,team1,team2,toss_winner,toss_decision,winner,total_runs,total_wickets,total_balls,total_overs
1121066,2017-11-24,Asian Institute of Technology Ground,Bangkok,IT20,Nepal,Malaysia,Malaysia,field,Nepal,183,13,257,42.83
1121067,2017-11-24,Asian Institute of Technology Ground,Bangkok,IT20,Hong Kong,United Arab Emirates,Hong Kong,bat,United Arab Emirates,161,12,240,40.0
1121068,2017-11-24,Terdthai Cricket Ground,Bangkok,IT20,China,Thailand,Thailand,field,Thailand,63,12,159,26.5
1123898,2017-11-26,Asian Institute of Technology Ground,Bangkok,IT20,Nepal,China,China,field,Nepal,154,18,253,42.17
1123899,2017-11-26,Terdthai Cricket Ground,Bangkok,IT20,United Arab Emirates,Malaysia,United Arab Emirates,bat,United Arab Emirates,132,15,254,42.33
1123900,2017-11-26,Terdthai Cricket Ground,Bangkok,IT20,Hong Kong,Thailand,Thailand,field,Thailand,69,16,197,32.83
1123901,2017-11-27,Terdthai Cricket Ground,Bangkok,IT20,Nepal,Hong Kong,Hong Kong,field,Nepal,152,15,248,41.33
1123902,2017-11-27,Terdthai Cricket Ground,Bangkok,IT20,Thailand,United Arab Emirates,Thailand,bat,Thailand,134,19,243,40.5
1142208,2018-04-20,Sulabiya Ground,Kuwait City,IT20,Kuwait,Maldives,Kuwait,bat,Kuwait,238,14,233,38.83
1142209,2018-04-20,Sulabiya Ground,Kuwait City,IT20,Bahrain,Saudi Arabia,Bahrain,bat,Saudi Arabia,213,13,216,36.0
1142210,2018-04-20,Tack-Tec Ground,Kuwait City,IT20,Qatar,United Arab Emirates,Qatar,bat,United Arab Emirates,287,10,243,40.5
1142211,2018-04-21,Sulabiya Ground,Kuwait City,IT20,Qatar,Kuwait,Qatar,bat,Qatar,308,15,246,41.0
1142212,2018-04-21,Tack-Tec Ground,Kuwait City,IT20,Maldives,Bahrain,Bahrain,field,Bahrain,282,9,241,40.17
